journal_name,title,publication_date,year,doi,url,abstract,authors_raw,n_authors,citations,downloads,n_references,topic_label
Big Data and Cognitive Computing,Detection and Localization of Hidden IoT Devices in Unknown Environments Based on Channel Fingerprints,2025-8-20,2025,10.3390/bdcc9080214,https://doi.org/10.3390/bdcc9080214,"<jats:p>In recent years, hidden IoT monitoring devices installed indoors have raised significant concerns about privacy breaches and other security threats. To address the challenges of detecting such devices, low positioning accuracy, and lengthy detection times, this paper proposes a hidden device detection and localization system that operates on the Android platform. This technology utilizes the Received Signal Strength Indication (RSSI) signals received by the detection terminal device to achieve the detection, classification, and localization of hidden IoT devices in unfamiliar environments. This technology integrates three key designs: (1) actively capturing the RSSI sequence of hidden devices by sending RTS frames and receiving CTS frames, which is used to generate device channel fingerprints and estimate the distance between hidden devices and detection terminals; (2) training an RSSI-based ranging model using the XGBoost algorithm, followed by multi-point localization for accurate positioning; (3) implementing augmented reality-based visual localization to support handheld detection terminals. This prototype system successfully achieves active data sniffing based on RTS/CTS and terminal localization based on the RSSI-based ranging model, effectively reducing signal acquisition time and improving localization accuracy. Real-world experiments show that the system can detect and locate hidden devices in unfamiliar environments, achieving an accuracy of 98.1% in classifying device types. The time required for detection and localization is approximately one-sixth of existing methods, with system runtime maintained within 5 min. The localization error is 0.77 m, a 48.7% improvement over existing methods with an average error of 1.5 m.</jats:p>",Xiangyu Ju; Yitang Chen; Zhiqiang Li; Biao Han,4,0,NA,21,Machine Learning
Big Data and Cognitive Computing,A Deep Ensemble Learning Approach Based on a Vision Transformer and Neural Network for Multi-Label Image Classification,2025-2-11,2025,10.3390/bdcc9020039,https://doi.org/10.3390/bdcc9020039,"<jats:p>Convolutional Neural Networks (CNNs) have proven to be very effective in image classification due to their status as a powerful feature learning algorithm. Traditional approaches have considered the problem of multiclass classification, where the goal is to classify a set of objects at once. However, co-occurrence can make the discriminative features of the target less salient and may lead to overfitting of the model, resulting in lower performance. To address this, we propose a multi-label classification ensemble model including a Vision Transformer (ViT) and CNN for directly detecting one or multiple objects in an image. First, we improve the MobileNetV2 and DenseNet201 models using extra convolutional layers to strengthen image classification. In detail, three convolution layers are applied in parallel at the end of both models. ViT can learn dependencies among distant positions and local detail, making it an effective tool for multi-label classification. Finally, an ensemble learning algorithm is used to combine the classification predictions of the ViT, the modified MobileNetV2, and DenseNet201 bands for increased image classification accuracy using a voting system. The performance of the proposed model is examined on four benchmark datasets, achieving accuracies of 98.24%, 98.89%, 99.91%, and 96.69% on ASCAL VOC 2007, PASCAL VOC 2012, MS-COCO, and NUS-WIDE 318, respectively, showing that our framework can enhance current state-of-the-art methods.</jats:p>",Anas W. Abulfaraj; Faisal Binzagr,2,7,NA,49,Machine Learning
Big Data and Cognitive Computing,Robust Clinical Querying with Local LLMs: Lexical Challenges in NL2SQL and Retrieval-Augmented QA on EHRs,2025-10-11,2025,10.3390/bdcc9100256,https://doi.org/10.3390/bdcc9100256,"<jats:p>Electronic health records (EHRs) are typically stored in relational databases, making them difficult to query for nontechnical users, especially under privacy constraints. We evaluate two practical clinical NLP workflows, natural language to SQL (NL2SQL) for EHR querying and retrieval-augmented generation for clinical question answering (RAG-QA), with a focus on privacy-preserving deployment. We benchmark nine large language models, spanning open-weight options (DeepSeek V3/V3.1, Llama-3.3-70B, Qwen2.5-32B, Mixtral-8 × 22B, BioMistral-7B, and GPT-OSS-20B) and proprietary APIs (GPT-4o and GPT-5). The models were chosen to represent a diverse cross-section spanning sparse MoE, dense general-purpose, domain-adapted, and proprietary LLMs. On MIMICSQL (27,000 generations; nine models × three runs), the best NL2SQL execution accuracy (EX) is 66.1% (GPT-4o), followed by 64.6% (GPT-5). Among open-weight models, DeepSeek V3.1 reaches 59.8% EX, while DeepSeek V3 reaches 58.8%, with Llama-3.3-70B at 54.5% and BioMistral-7B achieving only 11.8%, underscoring a persistent gap relative to general-domain benchmarks. We introduce SQL-EC, a deterministic SQL error-classification framework with adjudication, revealing string mismatches as the dominant failure (86.3%), followed by query-join misinterpretations (49.7%), while incorrect aggregation-function usage accounts for only 6.7%. This highlights lexical/ontology grounding as the key bottleneck for NL2SQL in the biomedical domain. For RAG-QA, evaluated on 100 synthetic patient records across 20 questions (54,000 reference–generation pairs; three runs), BLEU and ROUGE-L fluctuate more strongly across models, whereas BERTScore remains high on most, with DeepSeek V3.1 and GPT-4o among the top performers; pairwise t-tests confirm that significant differences were observed among the LLMs. Cost–performance analysis based on measured token usage shows per-query costs ranging from USD 0.000285 (GPT-OSS-20B) to USD 0.005918 (GPT-4o); DeepSeek V3.1 offers the best open-weight cost–accuracy trade-off, and GPT-5 provides a balanced API alternative. Overall, the privacy-conscious RAG-QA attains strong semantic fidelity, whereas the clinical NL2SQL remains brittle under lexical variation. SQL-EC pinpoints actionable failure modes, motivating ontology-aware normalization and schema-linked prompting for robust clinical querying.</jats:p>",Luka Blašković; Nikola Tanković; Ivan Lorencin; Sandi Baressi Šegota,4,1,NA,67,IA Generativa
Big Data and Cognitive Computing,Leadership Uniformity in Timeout-Based Quorum Byzantine Fault Tolerance (QBFT) Consensus,2025-7-24,2025,10.3390/bdcc9080196,https://doi.org/10.3390/bdcc9080196,"<jats:p>This study evaluates leadership uniformity—the degree to which the proposer role is evenly distributed among validator nodes over time—in Quorum-based Byzantine Fault Tolerance (QBFT), a Byzantine Fault-Tolerant (BFT) consensus algorithm used in permissioned blockchain networks. By introducing simulated follower timeouts derived from uniform, normal, lognormal, and Weibull distributions, it models a range of network conditions and latency patterns across nodes. This approach integrates Raft-inspired timeout mechanisms into the QBFT framework, enabling a more detailed analysis of leader selection under different network conditions. Three leader selection strategies are tested: Direct selection of the node with the shortest timeout, and two quorum-based approaches selecting from the top 20% and 30% of nodes with the shortest timeouts. Simulations were conducted over 200 rounds in a 10-node network. Results show that leader selection was most equitable under the Weibull distribution with shape k=0.5, which captures delay behavior observed in real-world networks. In contrast, the uniform distribution did not consistently yield the most balanced outcomes. The findings also highlight the effectiveness of quorum-based selection: While choosing the node with the lowest timeout ensures responsiveness in each round, it does not guarantee uniform leadership over time. In low-variability distributions, certain nodes may be repeatedly selected by chance, as similar timeout values increase the likelihood of the same nodes appearing among the fastest. Incorporating controlled randomness through quorum-based voting improves rotation consistency and promotes fairer leader distribution, especially under heavy-tailed latency conditions. However, expanding the candidate pool beyond 30% (e.g., to 40% or 50%) introduced vote fragmentation, which complicated quorum formation in small networks and led to consensus failure. Overall, the study demonstrates the potential of timeout-aware, quorum-based leader selection as a more adaptive and equitable alternative to round-robin approaches, and provides a foundation for developing more sophisticated QBFT variants tailored to latency-sensitive networks.</jats:p>",Andreas Polyvios Delladetsimas; Stamatis Papangelou; Elias Iosif; George Giaglis,4,5,NA,15,Otros
Big Data and Cognitive Computing,Adaptive Segmentation and Statistical Analysis for Multivariate Big Data Forecasting,2025-10-24,2025,10.3390/bdcc9110268,https://doi.org/10.3390/bdcc9110268,"<jats:p>Forecasting high-volume, univariate, and multivariate longitudinal data streams is a critical challenge in Big Data systems, especially with constrained computational resources and pronounced data variability. However, existing approaches often neglect multivariate statistical complexity (e.g., covariance, skewness, kurtosis) of multivariate time series or rely on recency-only windowing that discards informative historical fluctuation patterns, limiting robustness under strict resource budgets. This work makes two core contributions to big data forecasting. First, we establish a formal, multi-dimensional framework for quantifying “data bigness” across statistical, computational, and algorithmic complexities, providing a rigorous foundation for analyzing resource-constrained problems. Second, guided by this framework, we extend and validate the Adaptive High-Fluctuation Recursive Segmentation (AHFRS) algorithm for multivariate time series. By incorporating higher-order statistics such as covariance, skewness, and kurtosis, AHFRS improves predictive accuracy under strict computational budgets. We validate the approach in two stages. First, a real-world case study on a univariate Bitcoin time series provides a practical stress test using a Long Short-Term Memory (LSTM) network as a robust baseline. This validation reveals a significant increase in forecasting robustness, with our method reducing the Root Mean Squared Error (RMSE) by more than 76% in a challenging scenario. Second, its generalizability is established on synthetic multivariate data sets in Finance, Retail, and Healthcare using standard statistical models. Across domains, AHFRS consistently outperforms baselines; in our multivariate Finance simulation, RMSE decreases by up to 62.5% in Finance and Mean Absolute Percentage Error (MAPE) drops by more than 10 percentage points in Healthcare. These results demonstrate that the proposed framework and AHFRS advances the theoretical modeling of data complexity and the design of adaptive, resource-efficient forecasting pipelines for real-world, high-volume data ecosystems.</jats:p>",Desmond Fomo; Aki-Hiro Sato,2,0,NA,48,Estadística
Big Data and Cognitive Computing,Edge vs. Cloud: Empirical Insights into Data-Driven Condition Monitoring,2025-5-8,2025,10.3390/bdcc9050121,https://doi.org/10.3390/bdcc9050121,"<jats:p>This study evaluates edge and cloud computing paradigms in the context of data-driven condition monitoring of rotating electrical machines. Two well-known platforms, the Raspberry Pi and Amazon Web Services Elastic Compute Cloud, are used to compare and contrast these two computing paradigms in terms of different metrics associated with their application suitability. The tested induction machine fault diagnosis models are developed using popular algorithms, namely support vector machines, k-nearest neighbours, and decision trees. The findings reveal that while the cloud platform offers superior computational and memory resources, making it more suitable for complex machine learning tasks, it also incurs higher costs and latency. On the other hand, the edge platform excels in real-time processing and reduces network data burden, but its computational and memory resources are found to be a limitation with certain tasks. The study provides both quantitative and qualitative insights into the trade-offs involved in selecting the most suitable computing approach for condition monitoring applications. Although the scope of the empirical study is primarily limited to factors such as computational efficiency, scalability, and resource utilisation, particularly in the context of specific machine learning models, this paper offers broader discussion and future research directions of other key issues, including latency, network variability, and energy consumption.</jats:p>",Chikumbutso Christopher Walani; Wesley Doorsamy,2,9,NA,51,Machine Learning
Big Data and Cognitive Computing,A Framework for Rapidly Prototyping Data Mining Pipelines,2025-6-5,2025,10.3390/bdcc9060150,https://doi.org/10.3390/bdcc9060150,"<jats:p>With the advent of Big Data, data mining techniques have become crucial for improving decision-making across diverse sectors, yet their employment demands significant resources and time. Time is critical in industrial contexts, as delays can lead to increased costs, missed opportunities, and reduced competitive advantage. To address this, systems for analyzing data can help prototype data mining pipelines, mitigating the risks of failure and resource wastage, especially when experimenting with novel techniques. Moreover, business experts often lack deep technical expertise and need robust support to validate their pipeline designs quickly. This paper presents Rainfall, a novel framework for rapidly prototyping data mining pipelines, developed through collaborative projects with industry. The framework’s requirements stem from a combination of literature review findings, iterative industry engagement, and analysis of existing tools. Rainfall enables the visual programming, execution, monitoring, and management of data mining pipelines, lowering the barrier for non-technical users. Pipelines are composed of configurable nodes that encapsulate functionalities from popular libraries or custom user-defined code, fostering experimentation. The framework is evaluated through a case study and SWOT analysis with INGKA, a large-scale industry partner, alongside usability testing with real users and validation against scenarios from the literature. The paper then underscores the value of industry–academia collaboration in bridging theoretical innovation with practical application.</jats:p>",Flavio Corradini; Luca Mozzoni; Marco Piangerelli; Barbara Re; Lorenzo Rossi,5,0,NA,30,Otros
Big Data and Cognitive Computing,Proposal of a Blockchain-Based Data Management System for Decentralized Artificial Intelligence Devices,2025-8-18,2025,10.3390/bdcc9080212,https://doi.org/10.3390/bdcc9080212,"<jats:p>A decentralized artificial intelligence (DAI) system is a human-oriented artificial intelligence (AI) system, which performs self-learning and shares its knowledge with other DAI systems like humans. A DAI device is an individual device (e.g., a mobile phone, a personal computer, a robot, a car, etc.) running a DAI system. A DAI device acquires validated knowledge data and raw data from a blockchain system as a trust anchor and improves its knowledge level by self-learning using the validated data. A DAI device using the proposed system reduces unreliable tasks, including the generation of unreliable products (e.g., deepfakes, fake news, and hallucinations), but the proposed system also prevents these malicious DAI devices from acquiring the validated data. This paper proposes a new architecture for a blockchain-based data management system for DAI devices, together with the service scenario and data flow, security threats, and security requirements. It also describes the key features and expected effects of the proposed system. This paper discusses the considerations for developing or operating the proposed system and concludes with future works.</jats:p>",Keundug Park; Heung-Youl Youm,2,0,NA,29,Otros
Big Data and Cognitive Computing,Adaptive Augmented Reality Architecture for Optimising Assistance and Safety in Industry 4.0,2025-5-19,2025,10.3390/bdcc9050133,https://doi.org/10.3390/bdcc9050133,"<jats:p>The present study proposes adaptive augmented reality (AR) architecture, specifically designed to enhance real-time operator assistance and occupational safety in industrial environments, which is representative of Industry 4.0. The proposed system addresses key challenges in AR adoption, such as the need for dynamic personalisation of instructions based on operator profiles and the mitigation of technical and cognitive barriers. Architecture integrates theoretical modelling, modular design, and real-time adaptability to match instruction complexity with user expertise and environmental conditions. A working prototype was implemented using Microsoft HoloLens 2, Unity 3D, and Vuforia and validated in a controlled industrial scenario involving predictive maintenance and assembly tasks. The experimental results demonstrated statistically significant enhancements in task completion time, error rates, perceived cognitive load, operational efficiency, and safety indicators in comparison with conventional methods. The findings underscore the system’s capacity to enhance both performance and consistency while concomitantly bolstering risk mitigation in intricate operational settings. This study proposes a scalable and modular AR framework with built-in safety and adaptability mechanisms, demonstrating practical benefits for human–machine interaction in Industry 4.0. The present study is subject to certain limitations, including validation in a simulated environment, which limits the direct extrapolation of the results to real industrial scenarios; further evaluation in various operational contexts is required to verify the overall scalability and applicability of the proposed system. It is recommended that future research studies explore the long-term ergonomics, scalability, and integration of emerging technologies in decision support within adaptive AR systems.</jats:p>",Ginés Morales Méndez; Francisco del Cerro Velázquez,2,4,NA,58,Estadística
Big Data and Cognitive Computing,The Use of Large Language Models in Ophthalmology: A Scoping Review on Current Use-Cases and Considerations for Future Works in This Field,2025-6-6,2025,10.3390/bdcc9060151,https://doi.org/10.3390/bdcc9060151,"<jats:p>The advancement of generative artificial intelligence (AI) has resulted in its use permeating many areas of life. Amidst this eruption of scientific output, a wide range of research regarding the usage of Large Language Models (LLMs) in ophthalmology has emerged. In this study, we aim to map out the landscape of LLM applications in ophthalmology, and by consolidating the work carried out, we aim to produce a point of reference to guide the conduct of future works. Eight databases were searched for articles from 2019 to 2024. In total, 976 studies were screened, and a final 49 were included. The study designs and outcomes of these studies were analysed. The performance of LLMs was further analysed in the areas of exam taking and patient education, diagnostic capability, management capability, administration, inaccuracies, and harm. LLMs performed acceptably in most studies, even surpassing humans in some. Despite their relatively good performance, issues pertaining to study design, grading protocols, hallucinations, inaccuracies, and harm were found to be pervasive. LLMs have received considerable attention through their introduction to the public and have found potential applications in the field of medicine, and in particular, ophthalmology. However, using standardised evaluation frameworks and addressing gaps in the current literature when applying LLMs in ophthalmology is recommended through this review.</jats:p>",Ye King Clarence See; Khai Shin Alva Lim; Wei Yung Au; Si Yin Charlene Chia; Xiuyi Fan; Zhenghao Kelvin Li,6,3,NA,80,IA Generativa
Big Data and Cognitive Computing,Efficient Dynamic Emotion Recognition from Facial Expressions Using Statistical Spatio-Temporal Geometric Features,2025-8-19,2025,10.3390/bdcc9080213,https://doi.org/10.3390/bdcc9080213,"<jats:p>Automatic Facial Expression Recognition (AFER) is a key component of affective computing, enabling machines to recognize and interpret human emotions across various applications such as human–computer interaction, healthcare, entertainment, and social robotics. Dynamic AFER systems, which exploit image sequences, can capture the temporal evolution of facial expressions but often suffer from high computational costs, limiting their suitability for real-time use. In this paper, we propose an efficient dynamic AFER approach based on a novel spatio-temporal representation. Facial landmarks are extracted, and all possible Euclidean distances are computed to model the spatial structure. To capture temporal variations, three statistical metrics are applied to each distance sequence. A feature selection stage based on the Extremely Randomized Trees (ExtRa-Trees) algorithm is then performed to reduce dimensionality and enhance classification performance. Finally, the emotions are classified using a linear multi-class Support Vector Machine (SVM) and compared against the k-Nearest Neighbors (k-NN) method. The proposed approach is evaluated on three benchmark datasets: CK+, MUG, and MMI, achieving recognition rates of 94.65%, 93.98%, and 75.59%, respectively. Our results demonstrate that the proposed method achieves a strong balance between accuracy and computational efficiency, making it well-suited for real-time facial expression recognition applications.</jats:p>",Yacine Yaddaden,1,1,NA,41,Machine Learning
Big Data and Cognitive Computing,Eliciting Emotions: Investigating the Use of Generative AI and Facial Muscle Activation in Children’s Emotional Recognition,2025-1-20,2025,10.3390/bdcc9010015,https://doi.org/10.3390/bdcc9010015,"<jats:p>This study explores children’s emotions through a novel approach of Generative Artificial Intelligence (GenAI) and Facial Muscle Activation (FMA). It examines GenAI’s effectiveness in creating facial images that produce genuine emotional responses in children, alongside FMA’s analysis of muscular activation during these expressions. The aim is to determine if AI can realistically generate and recognize emotions similar to human experiences. The study involves generating a database of 280 images (40 per emotion) of children expressing various emotions. For real children’s faces from public databases (DEFSS and NIMH-CHEFS), five emotions were considered: happiness, angry, fear, sadness, and neutral. In contrast, for AI-generated images, seven emotions were analyzed, including the previous five plus surprise and disgust. A feature vector is extracted from these images, indicating lengths between reference points on the face that contract or expand based on the expressed emotion. This vector is then input into an artificial neural network for emotion recognition and classification, achieving accuracies of up to 99% in certain cases. This approach offers new avenues for training and validating AI algorithms, enabling models to be trained with artificial and real-world data interchangeably. The integration of both datasets during training and validation phases enhances model performance and adaptability.</jats:p>",Manuel A. Solis-Arrazola; Raul E. Sanchez-Yanez; Ana M. S. Gonzalez-Acosta; Carlos H. Garcia-Capulin; Horacio Rostro-Gonzalez,5,5,NA,48,IA Generativa
Big Data and Cognitive Computing,Transferring Natural Language Datasets Between Languages Using Large Language Models for Modern Decision Support and Sci-Tech Analytical Systems,2025-4-28,2025,10.3390/bdcc9050116,https://doi.org/10.3390/bdcc9050116,"<jats:p>The decision-making process to rule R&amp;D relies on information related to current trends in particular research areas. In this work, we investigated how one can use large language models (LLMs) to transfer the dataset and its annotation from one language to another. This is crucial since sharing knowledge between different languages could boost certain underresourced directions in the target language, saving lots of effort in data annotation or quick prototyping. We experiment with English and Russian pairs, translating the DEFT (Definition Extraction from Texts) corpus. This corpus contains three layers of annotation dedicated to term-definition pair mining, which is a rare annotation type for Russian. The presence of such a dataset is beneficial for the natural language processing methods of trend analysis in science since the terms and definitions are the basic blocks of any scientific field. We provide a pipeline for the annotation transfer using LLMs. In the end, we train the BERT-based models on the translated dataset to establish a baseline.</jats:p>",Dmitrii Popov; Egor Terentev; Danil Serenko; Ilya Sochenkov; Igor Buyanov,5,0,NA,17,IA Generativa
Big Data and Cognitive Computing,Monitoring of First Responders Biomedical Data During Training with Innovative Virtual Reality Technologies,2025-9-30,2025,10.3390/bdcc9100251,https://doi.org/10.3390/bdcc9100251,"<jats:p>Traditional training methods for first responders are often limited by time, resources, and safety constraints, which reduces their consistency and effectiveness. This study focused on two main issues: whether exposure to virtual reality training scenarios induces measurable physiological changes in heart rate and heart rate variability, and whether these responses differ between police and firefighter contexts. The aim of this study was to explore the integration of virtual reality technologies into responder training and to evaluate how biomedical monitoring can be used to assess training effectiveness. A pilot measurement was conducted with ten participants who completed systematic crime scene investigation scenarios in both domains. Heart activity was continuously recorded using a wearable sensor and analyzed for heart rate and heart rate variability parameters, while cognitive load and task performance were also assessed. The collected data were statistically evaluated using tests of normality and paired comparisons between baseline and virtual reality phases. The results showed a significant increase in heart rate and a decrease in heart rate variability during virtual reality exposure compared to baseline, with higher cognitive load and success rates in police scenarios compared to firefighter scenarios. These findings indicate that virtual reality scenarios can elicit measurable psychophysiological responses and highlight the potential of combining immersive technologies with biomedical monitoring for the development of adaptive and effective training methods for first responders.</jats:p>",Lýdie Leová; Martin Molek; Petr Volf; Marek Sokol; Jan Hejda; Zdeněk Hon; Marek Bureš; Patrik Kutilek,8,0,NA,32,Estadística
Big Data and Cognitive Computing,Ranking Influential Non-Content Factors on Scientific Papers’ Citation Impact: A Multidomain Comparative Analysis,2025-2-5,2025,10.3390/bdcc9020030,https://doi.org/10.3390/bdcc9020030,"<jats:p>The influence of scientific papers is measured by their citations. Although predicting the papers’ citation impact based on non-content factors has garnered extensive attention, the influence of such factors is rarely compared. In this article, we compare the influence of non-content factors on the citation counts of academic publications across three fields, i.e., math, computer science, and management. We consider different methods in this study, including three machine learning approaches, namely, XGBoost, Gradient Boosting Decision Tree, and Random Forest, along with statistical techniques such as linear regression and quantile analysis. Our findings reveal that no matter the field or analytical method applied, author prestige and the number of references consistently stand out as the most influential factors, while the breadth of categories covered by the paper has minimal impact. In mathematics, the first citation date and article length are almost equally important as author prestige, while the number of authors and the journal impact factor are crucial for computer science papers. In management, the number of collaborating countries is relatively influential with respect to the paper’s citations. The results of the quantile regression indicate that at higher quantile levels, the impact of author prestige and the number of authors on the papers’ citation impact are more pronounced across all three disciplines, while the journal impact factor and paper length have the greatest influence at low and medium quantile levels. Our findings indicate that the reliance of academic citations on author prestige and journal impact factors not only highlights the unequal distribution of resources within the current academic system but also further exacerbates citation inequality.</jats:p>",Jiannan Zhu; Jiayi Zhou; Jiaofeng Pan; Fu Gu; Jianfeng Guo,5,3,NA,49,Machine Learning
Big Data and Cognitive Computing,An Attention-Based BERT–CNN–BiLSTM Model for Depression Detection from Emojis in Social Media Text,2025-12-3,2025,10.3390/bdcc9120310,https://doi.org/10.3390/bdcc9120310,"<jats:p>Depression represents a critical global mental health challenge, with social media offering unprecedented opportunities for early detection through computational analysis. We propose a novel BERT–CNN–BiLSTM architecture with attention mechanisms that systematically integrate emoji usage patterns—fundamental components of digital emotional expression overlooked by existing approaches. Evaluated on the SuicidEmoji dataset, our model achieves 97.12% accuracy, 94.56% precision, 93.44% F1-score, 85.67% MCC, and 91.23% AUC-ROC. Analysis reveals distinct emoji patterns: depressed users favour negative emojis (😔 13.9%, 😢 12.8%, 💔 6.7%) while controls prefer positive expressions (😂 16.5%, 😊 11.0%, 😎 10.2%). The attention mechanism identifies key linguistic markers, including emotional indicators, personal pronouns, and emoji features, providing interpretable insights into depression-related language. Our findings suggest that the integration of emojis substantially improves optimal social media-based mental health detection systems.</jats:p>",Joel Philip Thekkekara; Sira Yongchareon,2,0,NA,27,Otros
Big Data and Cognitive Computing,Pervasive Auto-Scaling Method for Improving the Quality of Resource Allocation in Cloud Platforms,2025-11-18,2025,10.3390/bdcc9110294,https://doi.org/10.3390/bdcc9110294,"<jats:p>Cloud resource provider deployment at random locations increases operational costs regardless of the application demand intervals. To provide adaptable load balancing under varying application traffic intervals, the auto-scaling concept has been introduced. This article introduces a Pervasive Auto-Scaling Method (PASM) for Computing Resource Allocation (CRA) to improve the application quality of service. In this auto-scaling method, deep reinforcement learning is employed to verify shared instances of up-scaling and down-scaling pervasively. The overflowing application demands are computed for their service failures and are used to train the learning network. In this process, the scaling is decided based on the maximum computing resource allocation to the demand ratio. Therefore, the learning network is also trained using scaling rates from the previous (completed) allocation intervals. This process is thus recurrent until maximum resource allocation with high sharing is achieved. The resource provider migrates to reduce the wait time based on the high-to-low demand ratio between successive computing intervals. This enhances the resource allocation rate without high wait times. The proposed method’s performance is validated using the metrics resource allocation rate, service delay, allocated wait time, allocation failures, and resource utilization.</jats:p>",Vimal Raja Rajasekar; G. Santhi,2,1,NA,31,Otros
Big Data and Cognitive Computing,Research on High-Reliability Energy-Aware Scheduling Strategy for Heterogeneous Distributed Systems,2025-6-17,2025,10.3390/bdcc9060160,https://doi.org/10.3390/bdcc9060160,"<jats:p>With the demand for workflow processing driven by edge computing in the Internet of Things (IoT) and cloud computing growing at an exponential rate, task scheduling in heterogeneous distributed systems has become a key challenge to meet real-time constraints in resource-constrained environments. Existing studies now attempt to achieve the best balance in terms of time constraints, energy efficiency, and system reliability in Dynamic Voltage and Frequency Scaling environments. This study proposes a two-stage collaborative optimization strategy. With the help of an innovative algorithm design and theoretical analysis, the multi-objective optimization challenges mentioned above are systematically solved. First, based on a reliability-constrained model, we propose a topology-aware dynamic priority scheduling algorithm (EAWRS). This algorithm constructs a node priority function by incorporating in-degree/out-degree weighting factors and critical path analysis to enable multi-objective optimization. Second, to address the time-varying reliability characteristics introduced by DVFS, we propose a Fibonacci search-based dynamic frequency scaling algorithm (SEFFA). This algorithm effectively reduces energy consumption while ensuring task reliability, achieving sub-optimal processor energy adjustment. The collaborative mechanism of EAWRS and SEFFA has well solved the dynamic scheduling challenge based on DAG in heterogeneous multi-core processor systems in the Internet of Things environment. Experimental evaluations conducted at various scales show that, compared with the three most advanced scheduling algorithms, the proposed strategy reduces energy consumption by an average of 14.56% (up to 58.44% under high-reliability constraints) and shortens the makespan by 2.58–56.44% while strictly meeting reliability requirements.</jats:p>",Ziyu Chen; Jing Wu; Lin Cheng; Tao Tao,4,3,NA,30,Otros
Big Data and Cognitive Computing,Field Robotics Education Through Educational Escape Rooms—A Design Study,2025-9-8,2025,10.3390/bdcc9090233,https://doi.org/10.3390/bdcc9090233,"<jats:p>One challenge faced by many educators is strongly engaging students to improve their intrinsic motivation in learning. This paper describes the design and beta testing of two educational escape rooms targeted towards teaching students concepts related to field robotics—an area in which educational escape rooms have yet to be used. These table-top activities are designed to strongly engage students with robotics-centric puzzles, a fun narrative, and collaborative problem-solving, with validation provided by an electronic decoder box. The sets of puzzles were beta-tested by teams of academics with a robotics background and by undergraduate students. The results indicate that participants had a high level of enjoyment and intrinsic motivation to partake in the activities, although the difficulty and in-game dynamics of some of the tasks will need to be modified for widespread deployment in the classroom.</jats:p>",Robert Ross; Matthew Felicetti,2,1,NA,29,Otros
Big Data and Cognitive Computing,CAFE-Dance: A Culture-Aware Generative Framework for Chinese Folk and Ethnic Dance Synthesis via Self-Supervised Cultural Learning,2025-12-2,2025,10.3390/bdcc9120307,https://doi.org/10.3390/bdcc9120307,"<jats:p>As a vital carrier of human intangible culture, dance plays an important role in cultural transmission through digital generation. However, existing dance generation methods rely heavily on high-precision motion capture and manually annotated datasets, and they fail to effectively model the culturally distinctive movements of Chinese ethnic folk dance, resulting in semantic distortion and cross-modal mismatch. Building on the Chinese traditional ethnic Helou Dance, this paper proposes a culture-aware Chinese ethnic folk dance generation framework, CAFE-Dance, which dispenses with manual annotation and automatically generates dance sequences that achieve high cultural fidelity, precise music synchronization, and natural, fluent motion. To address the high cost and poor scalability of cultural annotation, we introduce a Zero-Manual-Label Cultural Data Construction Module (ZDCM) that performs self-supervised cultural learning from raw dance videos, using cross-modal semantic alignment and a knowledge-base-guided automatic annotation mechanism to construct a high-quality dataset of Chinese ethnic folk dance covering 108 classes of curated cultural attributes without any frame-level manual labels. To address the difficulty of modeling cultural semantics and the weak interpretability, we propose a Culture-Aware Attention Mechanism (CAAM) that incorporates cultural gating and co-attention to adaptively enhance culturally key movements. To address the challenge of aligning the music–motion–culture tri-modalities, we propose a Tri-Modal Alignment Network (TMA-Net) that achieves dynamic coupling and temporal synchronization of tri-modal semantics under weak supervision. Experimental results show that our framework improves Beat Alignment and Cultural Accuracy by 4.0–5.0 percentage points and over 30 percentage points, respectively, compared with the strongest baseline (Music2Dance), and it reveals an intrinsic coupling between cultural embedding density and motion stability. The code and the curated Helouwu dataset are publicly available.</jats:p>",Bin Niu; Rui Yang; Qiuyu Zhang; Yani Zhang; Ying Fan,5,1,NA,22,IA Generativa
Big Data and Cognitive Computing,EmoBERTa-X: Advanced Emotion Classifier with Multi-Head Attention and DES for Multilabel Emotion Classification,2025-2-19,2025,10.3390/bdcc9020048,https://doi.org/10.3390/bdcc9020048,"<jats:p>The rising prevalence of social media turns them into huge, rich repositories of human emotions. Understanding and categorizing human emotion from social media content is of fundamental importance for many reasons, such as improvement of user experience, monitoring of public sentiment, support for mental health, and enhancement of focused marketing strategies. However, social media text is often unstructured and ambiguous; hence, extracting meaningful emotional information is difficult. Thus, effective emotion classification needs advanced techniques. This article proposes a novel model, EmoBERTa-X, to enhance performance in multilabel emotion classification, particularly in informal and ambiguous social media texts. Attention mechanisms combined with ensemble learning, supported by preprocessing steps, help in avoiding issues such as class imbalance of the dataset, ambiguity in short texts, and the inherent complexities of multilabel classification. The experimental results on the GoEmotions dataset indicate that EmoBERTa-X has outperformed state-of-the-art models on fine-grained emotion-detection tasks in social media expressions with an accuracy increase of 4.32% over some popular approaches.</jats:p>",Farah Hassan Labib; Mazen Elagamy; Sherine Nagy Saleh,3,18,NA,39,Machine Learning
