pagina,url,texto_bloque_articulo,doi,estado_publicacion_listado,fecha_publicacion_listado_texto,fecha_publicacion_listado,year_publicacion_listado,views_text,downloads
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1588661/full,"Brief Research Report

Published on 06 Jun 2025

Interactive visualization of large molecular systems with VTX: example with a minimal whole-cell model

in Data Visualization

Maxime Maria
Valentin Guillaume
Simon Guionnière
Nicolas Dacquay
Cyprien Plateau–Holleville
Vincent Larroque
Jean Lardé
Yassine Naimi
Jean-Philip Piquemal
Guillaume Levieux
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1588661
3,609 views",10.3389/fbinf.2025.1588661,Published on,06 Jun 2025,2025-06-06,2025,"3,609 views",3609
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1607402/full,"Technology and Code

Published on 06 Jun 2025

DeepPredict: a state-of-the-art web server for protein secondary structure and relative solvent accessibility prediction

in Protein Bioinformatics

Wafa Alanazi
Di Meng
Gianluca Pollastri
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1607402
4,284 views
4 citations",10.3389/fbinf.2025.1607402,Published on,06 Jun 2025,2025-06-06,2025,"4,284 views",4284
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1613866/full,"Perspective

Published on 30 May 2025

Trail-blazing and keeping pace: building, retaining and expanding image analysis expertise

in Computational BioImaging

David Kirchenbuechler
Mariana De Niz
Constadina Arvanitis
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1613866
2,206 views
2 citations",10.3389/fbinf.2025.1613866,Published on,30 May 2025,2025-05-30,2025,"2,206 views",2206
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1565700/full,"Original Research

Published on 29 May 2025

In silico analysis of Triphala-derived polyphenols as inhibitors of TIR–TIR homodimerization in the inflammatory pathway

in Drug Discovery in Bioinformatics

Durgadevi Rajendran
Nalini Easwaran
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1565700
24,628 views
1 citation",10.3389/fbinf.2025.1565700,Published on,29 May 2025,2025-05-29,2025,"24,628 views",24628
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1574797/full,"Original Research

Published on 29 May 2025

Bridging the gap between hepatocellular carcinoma management guidelines and personalised medicine: a Bayesian network study

in Network Bioinformatics

Yi-Chun Wang
Daniel Bulte
Michael Brady
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1574797
2,272 views",10.3389/fbinf.2025.1574797,Published on,29 May 2025,2025-05-29,2025,"2,272 views",2272
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1536504/full,"Brief Research Report

Published on 26 May 2025

Quality over quantity: how to get the best results when using docking for repurposing

in Drug Discovery in Bioinformatics

Lenin Domínguez-Ramírez
Maricruz Anaya-Ruiz
Paulina Cortés-Hernández
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1536504
4,860 views
2 citations",10.3389/fbinf.2025.1536504,Published on,26 May 2025,2025-05-26,2025,"4,860 views",4860
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1585794/full,"Original Research

Published on 26 May 2025

CytoLNCpred-a computational method for predicting cytoplasm associated long non-coding RNAs in 15 cell-lines

in RNA Bioinformatics

Shubham Choudhury
Naman Kumar Mehta
Gajendra P. S. Raghava
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1585794
2,257 views",10.3389/fbinf.2025.1585794,Published on,26 May 2025,2025-05-26,2025,"2,257 views",2257
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1575346/full,"Brief Research Report

Published on 22 May 2025

MORE-RNAseq: a pipeline for quantifying retrotransposition-capable LINE1 expression based on RNA-seq data

in RNA Bioinformatics

Yutaka Nakachi
Jianbin Du
Risa Watanabe
Yutaro Yanagida
Miki Bundo
Kazuya Iwamoto
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1575346
3,889 views",10.3389/fbinf.2025.1575346,Published on,22 May 2025,2025-05-22,2025,"3,889 views",3889
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1575790/full,"Original Research

Published on 19 May 2025

Integrative multi-omics study identifies sex-specific molecular signatures and immune modulation in bladder cancer

in Integrative Bioinformatics

Yizhou Wang
Priyanka Bhandary
Kevin Griffin
Jason H. Moore
Xue Li
Zhiping Paul Wang
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1575790
5,209 views
5 citations",10.3389/fbinf.2025.1575790,Published on,19 May 2025,2025-05-19,2025,"5,209 views",5209
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1570054/full,"Original Research

Published on 13 May 2025

Exploiting subtractive genomics to identify novel drug targets and new immunogenic candidates against Bordetella pertussis: an in silico study

in Drug Discovery in Bioinformatics

Mahshid Khazani Asforooshani
Narjes Noori Goodarzi
Behzad Shahbazi
Nayereh Rezaie Rahimi
Kimia Mahdavian
Mahdi Rohani
Farzad Badmasti
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1570054
3,382 views
1 citation",10.3389/fbinf.2025.1570054,Published on,13 May 2025,2025-05-13,2025,"3,382 views",3382
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1556361/full,"Technology and Code

Published on 08 May 2025

micRoclean: an R package for decontaminating low-biomass 16S-rRNA microbiome data

in Genomic Analysis

Rachel Griffard-Smith
Emily Schueddig
Diane E. Mahoney
Prabhakar Chalise
Devin C. Koestler
Dong Pei
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1556361
3,460 views
2 citations",10.3389/fbinf.2025.1556361,Published on,08 May 2025,2025-05-08,2025,"3,460 views",3460
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1589122/full,"Perspective

Published on 08 May 2025

Structural biology meets typography: using protein structures to inspire creative expression and connect diverse audiences

in Data Visualization

Leonora Martínez-Núñez
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1589122
3,588 views",10.3389/fbinf.2025.1589122,Published on,08 May 2025,2025-05-08,2025,"3,588 views",3588
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1570101/full,"Original Research

Published on 06 May 2025

Computational drug discovery of potential 5α-reductase phytochemical inhibitors and hair growth promotion using in silico techniques

in Drug Discovery in Bioinformatics

Behnam Hasannejad-Asl
Farkhondeh Pooresmaeil
Sareh azadi
Ali Najafi
Ali Esmaeili
Saeid Bagheri-Mohammadi
Bahram Kazemi
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1570101
12,931 views
4 citations",10.3389/fbinf.2025.1570101,Published on,06 May 2025,2025-05-06,2025,"12,931 views",12931
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1571476/full,"Original Research

Published on 06 May 2025

Tumor tissue-of-origin classification using miRNA-mRNA-lncRNA interaction networks and machine learning methods

in RNA Bioinformatics

Ankita Lawarde
Masuma Khatun
Prakash Lingasamy
Andres Salumets
Vijayachitra Modhukur
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1571476
5,408 views
4 citations",10.3389/fbinf.2025.1571476,Published on,06 May 2025,2025-05-06,2025,"5,408 views",5408
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1523184/full,"Brief Research Report

Published on 06 May 2025

pubCounteR: an R package for interrogating published literature for experimentally-derived gene lists within a user-defined biological context

in Data Visualization

Marina Leer
George A. Soultoukis
Markus Jähnert
Masoome Oveisi
Dirk Walther
Tim J. Schulz
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1523184
2,849 views
1 citation",10.3389/fbinf.2025.1523184,Published on,06 May 2025,2025-05-06,2025,"2,849 views",2849
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1571568/full,"Methods

Published on 30 Apr 2025

Integrating phylogenies with chronology to assemble the tree of life

in Evolutionary Bioinformatics

Jose Barba-Montoya
Jack M. Craig
Sudhir Kumar
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1571568
5,637 views
1 citation",10.3389/fbinf.2025.1571568,Published on,30 Apr 2025,2025-04-30,2025,"5,637 views",5637
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1574359/full,"Review

Published on 23 Apr 2025

Artificial intelligence in variant calling: a review

in Genomic Analysis

Omar Abdelwahab
Davoud Torkamaneh
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1574359
14,774 views
24 citations",10.3389/fbinf.2025.1574359,Published on,23 Apr 2025,2025-04-23,2025,"14,774 views",14774
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1554010/full,"Mini Review

Published on 17 Apr 2025

Primer on machine learning applications in brain immunology

in Single Cell Bioinformatics

Niklas Binder
Ashkan Khavaran
Roman Sankowski
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1554010
3,993 views
1 citation",10.3389/fbinf.2025.1554010,Published on,17 Apr 2025,2025-04-17,2025,"3,993 views",3993
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1539936/full,"Original Research

Published on 17 Apr 2025

Classification of collagen remodeling in asthma using second-harmonic generation imaging, supervised machine learning and texture-based analysis

in Computational BioImaging

Natasha N. Kunchur
Joshua J. A. Poole
Jesse Levine
Tillie-Louise Hackett
Rebecca Thornhill
Leila B. Mostaço-Guidolin
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1539936
3,020 views",10.3389/fbinf.2025.1539936,Published on,17 Apr 2025,2025-04-17,2025,"3,020 views",3020
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1522401/full,"Original Research

Published on 17 Apr 2025

Biomarker-driven drug repurposing for NAFLD-associated hepatocellular carcinoma using machine learning integrated ensemble feature selection

in Drug Discovery in Bioinformatics

Subhajit Ghosh
Sukhen Das Mandal
Subarna Thakur
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1522401
5,219 views
2 citations",10.3389/fbinf.2025.1522401,Published on,17 Apr 2025,2025-04-17,2025,"5,219 views",5219
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1572241/full,"Original Research

Published on 16 Apr 2025

Genomic analysis of Listeria monocytogenes strains from dairy products in Ethiopia

in Genomic Analysis

Mebrie Zemene Kinde
Bizuayehu Kerisew
Tegegne Eshetu
Abebe Tesfaye Gessese
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1572241
4,081 views
2 citations",10.3389/fbinf.2025.1572241,Published on,16 Apr 2025,2025-04-16,2025,"4,081 views",4081
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1562596/full,"Original Research

Published on 15 Apr 2025

Identification of novel drug targets and small molecule discovery for MRSA infections

in Drug Discovery in Bioinformatics

Nandha Kumar Subramani
Subhashree Venugopal
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1562596
5,408 views
6 citations",10.3389/fbinf.2025.1562596,Published on,15 Apr 2025,2025-04-15,2025,"5,408 views",5408
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1566486/full,"Original Research

Published on 14 Apr 2025

Using AlphaFold-Multimer to study novel protein-protein interactions of predation essential hypothetical proteins in Bdellovibrio

in Protein Bioinformatics

Ibukun John Abulude
Isabel Cristina Rodríguez Luna
Alejandro Sánchez Varela
Andrew Camilli
Daniel E. Kadouri
Xianwu Guo
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1566486
8,240 views
7 citations",10.3389/fbinf.2025.1566486,Published on,14 Apr 2025,2025-04-14,2025,"8,240 views",8240
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1585717/full,"Perspective

Published on 09 Apr 2025

A cost and community perspective on the barriers to microbiome data reuse

in Genomic Analysis

Julia M. Kelliher
Leah Y. D. Johnson
Francisca E. Rodriguez
Jaclyn K. Saunders
Marie E. Kroeger
Buck Hanson
Aaron J. Robinson
Winston E. Anthony
Marc W. Van Goethem
Anders Kiledal
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1585717
5,195 views
3 citations",10.3389/fbinf.2025.1585717,Published on,09 Apr 2025,2025-04-09,2025,"5,195 views",5195
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1532981/full,"Original Research

Published on 09 Apr 2025

Transcripts derived from AmnSINE1 repetitive sequences are depleted in the cortex of autism spectrum disorder patients

in Evolutionary Bioinformatics

Nicolina Sciaraffa
Daniele Santoni
Andrea Li Greci
Swonild Ilenia Genovese
Claudia Coronnello
Walter Arancio
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1532981
2,781 views
1 citation",10.3389/fbinf.2025.1532981,Published on,09 Apr 2025,2025-04-09,2025,"2,781 views",2781
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1562997/full,"Original Research

Published on 04 Apr 2025

Harnessing computational immunology to design targeted subunit vaccines for infectious bursal disease in poultry

in Drug Discovery in Bioinformatics

Elijah Kolawole Oladipo
Stephen Feranmi Adeyemo
Ayomiposi Isaiah Oshoneye
Hannah Blessing Akintola
Bolatito Islam Elegbede
Tobiloba Uren Ayoomoba
Dorcas Ayomide Atilade
Omolara Omoboye Adegboye
Abuoma Elizabeth Ejikeme
Chris Olamide Balogun
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1562997
5,906 views
3 citations",10.3389/fbinf.2025.1562997,Published on,04 Apr 2025,2025-04-04,2025,"5,906 views",5906
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1536783/full,"Original Research

Published on 28 Mar 2025

Identification of key hub genes in pancreatic ductal adenocarcinoma: an integrative bioinformatics study

in Integrative Bioinformatics

Kankana Bhattacharjee
Avik Sengupta
Rahul Kumar
Aryya Ghosh
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1536783
4,885 views
3 citations",10.3389/fbinf.2025.1536783,Published on,28 Mar 2025,2025-03-28,2025,"4,885 views",4885
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1535482/full,"Original Research

Published on 26 Mar 2025

Comprehensive structural and functional analyses of RAD50 nsSNPs: from prediction to impact assessment

in Drug Discovery in Bioinformatics

Samina Malik
Mirza Jawad Ul Hasnain
Gul Zaib
Haleema Saadia
Arif Malik
Ayesha Zahid
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1535482
2,616 views
1 citation",10.3389/fbinf.2025.1535482,Published on,26 Mar 2025,2025-03-26,2025,"2,616 views",2616
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1517115/full,"Original Research

Published on 26 Mar 2025

Inhibition potential of margolonone and isomargolonone against the dengue virus protease using molecular modeling approaches

in Drug Discovery in Bioinformatics

Gourav Choudhir
Faiza Iram
Israil
Mohammad Shahid
Anas Shamsi
Md Imtaiyaz Hassan
Asimul Islam
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1517115
2,831 views
1 citation",10.3389/fbinf.2025.1517115,Published on,26 Mar 2025,2025-03-26,2025,"2,831 views",2831
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1544800/full,"Original Research

Published on 26 Mar 2025

Streptomyces sp. VITGV156 secondary metabolite binds pathogenic protein PBP2a and Beta-lactamase

in Drug Discovery in Bioinformatics

Veilumuthu Pattapulavar
Sathiyabama Ramanujam
Manisha Shah
Muthu Kumar Thirunavukkarasu
Sivakumar Arumugam
Ramanathan Karuppasamy
Antony V. Samrot
K. Deepasree
Subhashree Venugopal
John Godwin Christopher
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1544800
4,952 views
4 citations",10.3389/fbinf.2025.1544800,Published on,26 Mar 2025,2025-03-26,2025,"4,952 views",4952
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1498916/full,"Original Research

Published on 25 Mar 2025

Molecular dynamic simulations to assess the structural variability of ClpV from Enterobacter cloacae

in Protein Bioinformatics

Tehrim Motiwala
Babalwa Nyide
Thandeka Khoza
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1498916
2,818 views
2 citations",10.3389/fbinf.2025.1498916,Published on,25 Mar 2025,2025-03-25,2025,"2,818 views",2818
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1491735/full,"Original Research

Published on 20 Mar 2025

Divergent evolution of low-complexity regions in the vertebrate CPEB protein family

in Evolutionary Bioinformatics

Serena Vaglietti
Stefania Boggio Bozzo
Mirella Ghirardi
Ferdinando Fiumara
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1491735
5,504 views
3 citations",10.3389/fbinf.2025.1491735,Published on,20 Mar 2025,2025-03-20,2025,"5,504 views",5504
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1562668/full,"Brief Research Report

Published on 18 Mar 2025

ORF1ab codon frequency model predicts host-pathogen relationship in orthocoronavirinae

in Genomic Analysis

Phillip E. Davis
Joseph A. Russell
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1562668
1,889 views",10.3389/fbinf.2025.1562668,Published on,18 Mar 2025,2025-03-18,2025,"1,889 views",1889
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1484113/full,"Original Research

Published on 17 Mar 2025

Using short-read 16S rRNA sequencing of multiple variable regions to generate high-quality results to a species level

in Genomic Analysis

Amy S. Graham
Fadheela Patel
Francesca Little
Andre van der Kouwe
Mamadou Kaba
Martha J. Holmes
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1484113
4,089 views
2 citations",10.3389/fbinf.2025.1484113,Published on,17 Mar 2025,2025-03-17,2025,"4,089 views",4089
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1566174/full,"Brief Research Report

Published on 11 Mar 2025

Cyclic peptide membrane permeability prediction using deep learning model based on molecular attention transformer

in Drug Discovery in Bioinformatics

Dawei Jiang
Zixi Chen
Hongli Du
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1566174
6,980 views
3 citations",10.3389/fbinf.2025.1566174,Published on,11 Mar 2025,2025-03-11,2025,"6,980 views",6980
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1513790/full,"Original Research

Published on 10 Mar 2025

Urinary based biomarkers identification and genetic profiling in Parkinson’s disease: a systematic review of metabolomic studies

in Genomic Analysis

Neetu Rani Dhiman
Surbhi Singh
Royana Singh
Anand Kumar
Varun Kumar Singh
Abhishek Pathak
Rameshwar Nath Chaurasia
Vijay Nath Mishra
Niraj Kumar Srivastava
Swati Sahu
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1513790
4,909 views
5 citations",10.3389/fbinf.2025.1513790,Published on,10 Mar 2025,2025-03-10,2025,"4,909 views",4909
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1545680/full,"Data Report

Published on 10 Mar 2025

An extended miRNA repertoire in Rattus norvegicus

in RNA Bioinformatics

Julienne Lehmann
Ali Yazbeck
Jörg Hackermüller
Sebastian Canzler
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1545680
1,669 views
1 citation",10.3389/fbinf.2025.1545680,Published on,10 Mar 2025,2025-03-10,2025,"1,669 views",1669
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1572937/full,"Perspective

Published on 10 Mar 2025

A standards perspective on genomic data reusability and reproducibility

in Genomic Analysis

Ishi Keenum
Scott A. Jackson
Emiley Eloe-Fadrosh
Lynn M. Schriml
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1572937
3,481 views
6 citations",10.3389/fbinf.2025.1572937,Published on,10 Mar 2025,2025-03-10,2025,"3,481 views",3481
6,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1485797/full,"Brief Research Report

Published on 10 Mar 2025

Improving acne severity detection: a GAN framework with contour accentuation for image deblurring

in Computational BioImaging

Philomina Princiya Mascarenhas
M. S. Sannidhan
Ancilla J. Pinto
Dabis Camero
Jason Elroy Martis
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1485797
2,665 views
3 citations",10.3389/fbinf.2025.1485797,Published on,10 Mar 2025,2025-03-10,2025,"2,665 views",2665
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1504728/full,"Original Research

Published on 03 Mar 2025

MetaComBin: combining abundances and overlaps for binning metagenomics reads

in Genomic Analysis

Francesco Tomasella
Cinzia Pizzi
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1504728
2,534 views",10.3389/fbinf.2025.1504728,Published on,03 Mar 2025,2025-03-03,2025,"2,534 views",2534
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1507448/full,"Review

Published on 24 Feb 2025

Reliable machine learning models in genomic medicine using conformal prediction

in Integrative Bioinformatics

Christina Papangelou
Konstantinos Kyriakidis
Pantelis Natsiavas
Ioanna Chouvarda
Andigoni Malousi
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1507448
6,317 views
4 citations",10.3389/fbinf.2025.1507448,Published on,24 Feb 2025,2025-02-24,2025,"6,317 views",6317
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1545353/full,"Original Research

Published on 19 Feb 2025

Phytochemical baicalin potentially inhibits Bcl-2 and VEGF: an in silico approach

in Drug Discovery in Bioinformatics

Vikas Sharma
Arti Gupta
Mohini Singh
Anshul Singh
Anis Ahmad Chaudhary
Zakir Hassain Ahmed
Salah-ud-din Khan
Sarvesh Rustagi
Sanjay Kumar
Sandeep Kumar
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1545353
3,710 views
3 citations",10.3389/fbinf.2025.1545353,Published on,19 Feb 2025,2025-02-19,2025,"3,710 views",3710
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1533983/full,"Mini Review

Published on 13 Feb 2025

Unlocking the potential of in silico approach in designing antibodies against SARS-CoV-2

in Drug Discovery in Bioinformatics

Tasshitra Subramaniam
Siti Aisyah Mualif
Weng Howe Chan
Khairul Bariyyah Abd Halim
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1533983
4,636 views
2 citations",10.3389/fbinf.2025.1533983,Published on,13 Feb 2025,2025-02-13,2025,"4,636 views",4636
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1519468/full,"Technology and Code

Published on 12 Feb 2025

Seurat function argument values in scRNA-seq data analysis: potential pitfalls and refinements for biological interpretation

in Single Cell Bioinformatics

Mikhail Arbatsky
Ekaterina Vasilyeva
Veronika Sysoeva
Ekaterina Semina
Valeri Saveliev
Kseniya Rubina
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1519468
5,588 views
8 citations",10.3389/fbinf.2025.1519468,Published on,12 Feb 2025,2025-02-12,2025,"5,588 views",5588
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1499255/full,"Original Research

Published on 06 Feb 2025

Targeting aldose reductase using natural African compounds as promising agents for managing diabetic complications

in Drug Discovery in Bioinformatics

Miriam E. L. Gakpey
Shadrack A. Aidoo
Toheeb A. Jumah
George Hanson
Siyabonga Msipa
Florence N. Mbaoji
Omonijo Bukola
Palesa C. Tjale
Mamadou Sangare
Hedia Tebourbi
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1499255
5,582 views
9 citations",10.3389/fbinf.2025.1499255,Published on,06 Feb 2025,2025-02-06,2025,"5,582 views",5582
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1498921/full,"Original Research

Published on 04 Feb 2025

Choosing the most suitable NGS technology to combine with a standardized viral enrichment protocol for obtaining complete avian orthoreovirus genomes from metagenomic samples

in Genomic Analysis

Sonsiray Álvarez-Narváez
Telvin L. Harrell
Islam Nour
Sujit K. Mohanty
Steven J. Conrad
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1498921
2,825 views
3 citations",10.3389/fbinf.2025.1498921,Published on,04 Feb 2025,2025-02-04,2025,"2,825 views",2825
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1520382/full,"Mini Review

Published on 03 Feb 2025

Machine learning approaches for predicting protein-ligand binding sites from sequence data

in Protein Bioinformatics

Orhun Vural
Leon Jololian
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1520382
10,471 views
5 citations",10.3389/fbinf.2025.1520382,Published on,03 Feb 2025,2025-02-03,2025,"10,471 views",10471
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2024.1497539/full,"Brief Research Report

Published on 29 Jan 2025

End-to-end 3D instance segmentation of synthetic data and embryo microscopy images with a 3D Mask R-CNN

in Computational BioImaging

Gabriel David
Emmanuel Faure
Frontiers in Bioinformatics
doi 10.3389/fbinf.2024.1497539
4,024 views
2 citations",10.3389/fbinf.2024.1497539,Published on,29 Jan 2025,2025-01-29,2025,"4,024 views",4024
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1495052/full,"Original Research

Published on 28 Jan 2025

Integrated bioinformatics analysis to explore potential therapeutic targets and drugs for small cell carcinoma of the esophagus

in Protein Bioinformatics

Maofei Zhu
Yueming Chu
Qiang Yuan
Junfeng Li
Silin Chen
Lin Li
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1495052
5,184 views
4 citations",10.3389/fbinf.2025.1495052,Published on,28 Jan 2025,2025-01-28,2025,"5,184 views",5184
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1523524/full,"Original Research

Published on 28 Jan 2025

DNA methylation biomarker analysis from low-survival-rate cancers based on genetic functional approaches

in Integrative Bioinformatics

Yi-Hsuan Tsai
Prasenjit Mitra
David Taniar
Tun-Wen Pai
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1523524
3,799 views
1 citation",10.3389/fbinf.2025.1523524,Published on,28 Jan 2025,2025-01-28,2025,"3,799 views",3799
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2024.1489704/full,"Methods

Published on 23 Jan 2025

A novel lossless encoding algorithm for data compression–genomics data as an exemplar

in Integrative Bioinformatics

Anas Al-okaily
Abdelghani Tbakhi
Frontiers in Bioinformatics
doi 10.3389/fbinf.2024.1489704
3,707 views
1 citation",10.3389/fbinf.2024.1489704,Published on,23 Jan 2025,2025-01-23,2025,"3,707 views",3707
7,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2024.1488331/full,"Original Research

Published on 17 Jan 2025

Innovative CDR grafting and computational methods for PD-1 specific nanobody design

in Drug Discovery in Bioinformatics

Jagadeeswara Reddy Devasani
Girijasankar Guntuku
Nalini Panatula
Murali Krishna Kumar Muthyala
Mary Sulakshana Palla
Teruna J. Siahaan
Frontiers in Bioinformatics
doi 10.3389/fbinf.2024.1488331
5,637 views
4 citations",10.3389/fbinf.2024.1488331,Published on,17 Jan 2025,2025-01-17,2025,"5,637 views",5637
